	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	34	2	15	1	1	16	1776	28	0	48.7874	 	0	0
DL	34	2	16	1	1	17	1776	28	0	53.792	 	0	0
DL	34	2	17	1	1	18	1254	22	0	16.4924	 	1	0.080174
DL	34	2	18	1	1	19	619	14	0	8.44648	 	0	0
DL	34	2	19	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
DL	34	2	20	1	1	21	1776	28	0	38.4111	 	0	0
DL	34	2	21	1	1	22	1776	28	0	39.617	 	0	0
DL	34	2	22	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
DL	34	2	23	1	1	24	1776	28	0	51.8983	 	0	0
DL	34	2	24	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
DL	34	2	25	1	1	26	282	8	0	2.48635	 	0	0.026281
DL	34	2	26	1	1	27	865	18	0	14.0575	 	0	0
DL	34	3	1	1	1	2	385	10	0	5.00435	 	0	0.000116057
DL	34	3	2	1	1	3	1254	22	0	17.9918	 	0	0
DL	34	3	3	1	1	4	1776	28	0	49.0734	 	0	0
DL	34	3	4	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
DL	34	3	5	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
DL	34	3	6	1	1	7	191	6	0	2.42259	 	0	0
DL	34	3	7	1	1	8	1776	28	0	44.8716	 	0	0
DL	34	3	8	1	1	9	1776	28	0	34.7955	 	0	0
DL	34	3	9	1	1	10	1776	28	0	46.6112	 	0	0
DL	34	3	10	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
DL	34	3	11	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
DL	34	3	12	1	1	13	1776	28	0	27.5196	 	0	0
DL	34	3	13	1	1	14	1776	28	0	39.004	 	0	0
DL	34	3	14	1	1	15	768	16	0	9.9713	 	0	0
DL	34	3	15	1	1	16	1776	28	0	48.7874	 	0	0
DL	34	3	16	1	1	17	1776	28	0	53.792	 	0	0
DL	34	3	17	1	1	18	1254	22	0	16.4924	 	0	0.080174
DL	34	3	18	1	1	19	619	14	0	8.44648	 	0	0
DL	34	3	19	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
DL	34	3	20	1	1	21	1776	28	0	38.4111	 	0	0
DL	34	3	21	1	1	22	1776	28	0	39.617	 	0	0
DL	34	3	22	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
DL	34	3	23	1	1	24	1776	28	0	51.8983	 	0	0
DL	34	3	24	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
DL	34	3	25	1	1	26	282	8	0	2.48635	 	0	0.026281
DL	34	3	26	1	1	27	865	18	0	14.0575	 	0	0
DL	34	4	1	1	1	2	385	10	0	5.00435	 	0	0.000116057
DL	34	4	2	1	1	3	1254	22	0	17.9918	 	0	0
DL	34	4	3	1	1	4	1776	28	0	49.0734	 	0	0
DL	34	4	4	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
DL	34	4	5	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
DL	34	4	6	1	1	7	191	6	0	2.42259	 	0	0
DL	34	4	7	1	1	8	1776	28	0	44.8716	 	0	0
DL	34	4	8	1	1	9	1776	28	0	34.7955	 	0	0
DL	34	4	9	1	1	10	1776	28	0	46.6112	 	0	0
DL	34	4	10	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
DL	34	4	11	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
DL	34	4	12	1	1	13	1776	28	0	27.5196	 	0	0
DL	34	4	13	1	1	14	1776	28	0	39.004	 	0	0
DL	34	4	14	1	1	15	768	16	0	9.9713	 	0	0
DL	34	4	15	1	1	16	1776	28	0	48.7874	 	0	0
DL	34	4	16	1	1	17	1776	28	0	53.792	 	0	0
DL	34	4	17	1	1	18	1254	22	0	16.4924	 	0	0.080174
DL	34	4	18	1	1	19	619	14	0	8.44648	 	0	0
DL	34	4	19	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
DL	34	4	20	1	1	21	1776	28	0	38.4111	 	0	0
DL	34	4	21	1	1	22	1776	28	0	39.617	 	0	0
DL	34	4	22	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
DL	34	4	23	1	1	24	1776	28	0	51.8983	 	0	0
DL	34	4	24	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
DL	34	4	25	1	1	26	282	8	0	2.48635	 	0	0.026281
DL	34	4	26	1	1	27	865	18	0	14.0575	 	0	0
DL	34	5	1	1	1	2	385	10	0	5.00435	 	0	0.000116057
UL	34	5	2	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	34	5	3	1	1	3	1254	22	0	17.9918	 	0	0
UL	34	5	4	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	34	5	5	1	1	4	1776	28	0	49.0734	 	0	0
UL	34	5	6	1	1	4	1776	28	0	49.0734 	0	0
DL	34	5	7	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
UL	34	5	8	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	34	5	9	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
UL	34	5	10	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	34	5	11	1	1	7	191	6	0	2.42259	 	0	0
UL	34	5	12	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	34	5	13	1	1	8	1776	28	0	44.8716	 	0	0
UL	34	5	14	1	1	8	1776	28	0	44.8716 	0	0
DL	34	5	15	1	1	9	1776	28	0	34.7955	 	0	0
UL	34	5	16	1	1	9	1776	28	0	34.7955 	0	0
DL	34	5	17	1	1	10	1776	28	0	46.6112	 	0	0
UL	34	5	18	1	1	10	1776	28	0	46.6112 	0	0
DL	34	5	19	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	34	5	20	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	34	5	21	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	34	5	22	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	34	5	23	1	1	13	1776	28	0	27.5196	 	0	0
UL	34	5	24	1	1	13	1776	28	0	27.5196 	0	0
DL	34	5	25	1	1	14	1776	28	0	39.004	 	0	0
UL	34	5	26	1	1	14	1776	28	0	39.004 	0	0
DL	34	5	27	1	1	15	768	16	0	9.9713	 	0	0
UL	34	5	28	1	1	15	768	16	0	9.9713 	0	0
DL	34	5	29	1	1	16	1776	28	0	48.7874	 	0	0
UL	34	5	30	1	1	16	1776	28	0	48.7874 	0	0
DL	34	5	31	1	1	17	1776	28	0	53.792	 	0	0
UL	34	5	32	1	1	17	1776	28	0	53.792 	0	0
DL	34	5	33	1	1	18	1254	22	0	16.4924	 	0	0.080174
UL	34	5	34	1	1	18	1254	22	0	16.4924 	0	0.080174
DL	34	5	35	1	1	19	619	14	0	8.44648	 	0	0
UL	34	5	36	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	34	5	37	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	34	5	38	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	34	5	39	1	1	21	1776	28	0	38.4111	 	0	0
UL	34	5	40	1	1	21	1776	28	0	38.4111 	0	0
DL	34	5	41	1	1	22	1776	28	0	39.617	 	0	0
UL	34	5	42	1	1	22	1776	28	0	39.617 	0	0
DL	34	5	43	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	34	5	44	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	34	5	45	1	1	24	1776	28	0	51.8983	 	0	0
UL	34	5	46	1	1	24	1776	28	0	51.8983 	0	0
DL	34	5	47	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
UL	34	5	48	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	34	5	49	1	1	26	282	8	0	2.48635	 	0	0.026281
UL	34	5	50	1	1	26	282	8	0	2.48635 	0	0.026281
DL	34	5	51	1	1	27	865	18	0	14.0575	 	0	0
UL	34	5	52	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	34	6	1	1	1	2	385	10	0	5.00435	 	0	0.000116057
UL	34	6	2	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	34	6	3	1	1	3	1254	22	0	17.9918	 	0	0
UL	34	6	4	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	34	6	5	1	1	4	1776	28	0	49.0734	 	0	0
UL	34	6	6	1	1	4	1776	28	0	49.0734 	0	0
DL	34	6	7	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
UL	34	6	8	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	34	6	9	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
UL	34	6	10	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	34	6	11	1	1	7	191	6	0	2.42259	 	0	0
UL	34	6	12	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	34	6	13	1	1	8	1776	28	0	44.8716	 	0	0
UL	34	6	14	1	1	8	1776	28	0	44.8716 	0	0
DL	34	6	15	1	1	9	1776	28	0	34.7955	 	0	0
UL	34	6	16	1	1	9	1776	28	0	34.7955 	0	0
DL	34	6	17	1	1	10	1776	28	0	46.6112	 	0	0
UL	34	6	18	1	1	10	1776	28	0	46.6112 	0	0
DL	34	6	19	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	34	6	20	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	34	6	21	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	34	6	22	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	34	6	23	1	1	13	1776	28	0	27.5196	 	0	0
UL	34	6	24	1	1	13	1776	28	0	27.5196 	0	0
DL	34	6	25	1	1	14	1776	28	0	39.004	 	0	0
UL	34	6	26	1	1	14	1776	28	0	39.004 	0	0
DL	34	6	27	1	1	15	768	16	0	9.9713	 	0	0
UL	34	6	28	1	1	15	768	16	0	9.9713 	0	0
DL	34	6	29	1	1	16	1776	28	0	48.7874	 	0	0
UL	34	6	30	1	1	16	1776	28	0	48.7874 	0	0
DL	34	6	31	1	1	17	1776	28	0	53.792	 	0	0
UL	34	6	32	1	1	17	1776	28	0	53.792 	0	0
DL	34	6	33	1	1	18	1254	22	0	16.4924	 	0	0.080174
UL	34	6	34	1	1	18	1254	22	0	16.4924 	1	0.080174
DL	34	6	35	1	1	19	619	14	0	8.44648	 	0	0
UL	34	6	36	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	34	6	37	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	34	6	38	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	34	6	39	1	1	21	1776	28	0	38.4111	 	0	0
UL	34	6	40	1	1	21	1776	28	0	38.4111 	0	0
DL	34	6	41	1	1	22	1776	28	0	39.617	 	0	0
UL	34	6	42	1	1	22	1776	28	0	39.617 	0	0
DL	34	6	43	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	34	6	44	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	34	6	45	1	1	24	1776	28	0	51.8983	 	0	0
UL	34	6	46	1	1	24	1776	28	0	51.8983 	0	0
DL	34	6	47	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
UL	34	6	48	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	34	6	49	1	1	26	282	8	0	2.48635	 	0	0.026281
UL	34	6	50	1	1	26	282	8	0	2.48635 	0	0.026281
DL	34	6	51	1	1	27	865	18	0	14.0575	 	0	0
UL	34	6	52	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	34	7	1	1	1	18	1254	22	1	16.4924	 	0	0
DL	34	7	2	1	1	2	385	10	0	5.00435	 	0	0.000116057
UL	34	7	3	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	34	7	4	1	1	3	1254	22	0	17.9918	 	0	0
UL	34	7	5	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	34	7	6	1	1	4	1776	28	0	49.0734	 	0	0
UL	34	7	7	1	1	4	1776	28	0	49.0734 	0	0
DL	34	7	8	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
UL	34	7	9	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	34	7	10	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
UL	34	7	11	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	34	7	12	1	1	7	191	6	0	2.42259	 	0	0
UL	34	7	13	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	34	7	14	1	1	8	1776	28	0	44.8716	 	0	0
UL	34	7	15	1	1	8	1776	28	0	44.8716 	0	0
DL	34	7	16	1	1	9	1776	28	0	34.7955	 	0	0
UL	34	7	17	1	1	9	1776	28	0	34.7955 	0	0
DL	34	7	18	1	1	10	1776	28	0	46.6112	 	0	0
UL	34	7	19	1	1	10	1776	28	0	46.6112 	0	0
DL	34	7	20	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	34	7	21	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	34	7	22	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	34	7	23	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	34	7	24	1	1	13	1776	28	0	27.5196	 	0	0
UL	34	7	25	1	1	13	1776	28	0	27.5196 	0	0
DL	34	7	26	1	1	14	1776	28	0	39.004	 	0	0
UL	34	7	27	1	1	14	1776	28	0	39.004 	0	0
DL	34	7	28	1	1	15	768	16	0	9.9713	 	0	0
UL	34	7	29	1	1	15	768	16	0	9.9713 	0	0
DL	34	7	30	1	1	16	1776	28	0	48.7874	 	0	0
UL	34	7	31	1	1	16	1776	28	0	48.7874 	0	0
DL	34	7	32	1	1	17	1776	28	0	53.792	 	0	0
UL	34	7	33	1	1	17	1776	28	0	53.792 	0	0
DL	34	7	34	1	1	18	1254	22	0	16.4924	 	0	0.080174
UL	34	7	35	1	1	18	1254	22	0	16.4924 	1	0.080174
DL	34	7	36	1	1	19	619	14	0	8.44648	 	0	0
UL	34	7	37	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	34	7	38	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	34	7	39	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	34	7	40	1	1	21	1776	28	0	38.4111	 	0	0
UL	34	7	41	1	1	21	1776	28	0	38.4111 	0	0
DL	34	7	42	1	1	22	1776	28	0	39.617	 	0	0
UL	34	7	43	1	1	22	1776	28	0	39.617 	0	0
DL	34	7	44	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	34	7	45	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	34	7	46	1	1	24	1776	28	0	51.8983	 	0	0
UL	34	7	47	1	1	24	1776	28	0	51.8983 	0	0
DL	34	7	48	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
UL	34	7	49	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	34	7	50	1	1	26	282	8	0	2.48635	 	1	0.026281
UL	34	7	51	1	1	26	282	8	0	2.48635 	0	0.026281
DL	34	7	52	1	1	27	865	18	0	14.0575	 	0	0
UL	34	7	53	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	34	8	1	1	1	2	385	10	0	5.00435	 	0	0.000116057
UL	34	8	2	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	34	8	3	1	1	3	1254	22	0	17.9918	 	0	0
UL	34	8	4	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	34	8	5	1	1	4	1776	28	0	49.0734	 	0	0
UL	34	8	6	1	1	4	1776	28	0	49.0734 	0	0
DL	34	8	7	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
UL	34	8	8	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	34	8	9	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
UL	34	8	10	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	34	8	11	1	1	7	191	6	0	2.42259	 	0	0
UL	34	8	12	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	34	8	13	1	1	8	1776	28	0	44.8716	 	0	0
UL	34	8	14	1	1	8	1776	28	0	44.8716 	0	0
DL	34	8	15	1	1	9	1776	28	0	34.7955	 	0	0
UL	34	8	16	1	1	9	1776	28	0	34.7955 	0	0
DL	34	8	17	1	1	10	1776	28	0	46.6112	 	0	0
UL	34	8	18	1	1	10	1776	28	0	46.6112 	0	0
DL	34	8	19	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	34	8	20	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	34	8	21	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	34	8	22	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	34	8	23	1	1	13	1776	28	0	27.5196	 	0	0
UL	34	8	24	1	1	13	1776	28	0	27.5196 	0	0
DL	34	8	25	1	1	14	1776	28	0	39.004	 	0	0
UL	34	8	26	1	1	14	1776	28	0	39.004 	0	0
DL	34	8	27	1	1	15	768	16	0	9.9713	 	0	0
UL	34	8	28	1	1	15	768	16	0	9.9713 	0	0
DL	34	8	29	1	1	16	1776	28	0	48.7874	 	0	0
UL	34	8	30	1	1	16	1776	28	0	48.7874 	0	0
DL	34	8	31	1	1	17	1776	28	0	53.792	 	0	0
UL	34	8	32	1	1	17	1776	28	0	53.792 	0	0
DL	34	8	33	1	1	18	1254	22	0	16.4924	 	0	0.080174
DL	34	8	34	1	1	19	619	14	0	8.44648	 	0	0
UL	34	8	35	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	34	8	36	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	34	8	37	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	34	8	38	1	1	21	1776	28	0	38.4111	 	0	0
UL	34	8	39	1	1	21	1776	28	0	38.4111 	0	0
DL	34	8	40	1	1	22	1776	28	0	39.617	 	0	0
UL	34	8	41	1	1	22	1776	28	0	39.617 	0	0
DL	34	8	42	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	34	8	43	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	34	8	44	1	1	24	1776	28	0	51.8983	 	0	0
UL	34	8	45	1	1	24	1776	28	0	51.8983 	0	0
DL	34	8	46	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
UL	34	8	47	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	34	8	48	1	1	26	282	8	0	2.48635	 	0	0.026281
UL	34	8	49	1	1	26	282	8	0	2.48635 	0	0.026281
DL	34	8	50	1	1	27	865	18	0	14.0575	 	0	0
UL	34	8	51	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	34	9	1	1	2	1	1776	28	0	19.0355	 	1	1
DL	34	9	1	1	1	2	385	10	0	-3.90176	 	1	1
UL	34	9	2	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	34	9	3	1	1	3	1254	22	0	17.9918	 	0	0
UL	34	9	4	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	34	9	5	1	1	4	1776	28	0	49.0734	 	0	0
UL	34	9	6	1	1	4	1776	28	0	49.0734 	0	0
DL	34	9	7	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
UL	34	9	8	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	34	9	9	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
UL	34	9	10	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	34	9	11	1	1	7	191	6	0	2.42259	 	0	0
UL	34	9	12	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	34	9	13	1	1	8	1776	28	0	44.8716	 	0	0
UL	34	9	14	1	1	8	1776	28	0	44.8716 	0	0
DL	34	9	15	1	1	9	1776	28	0	34.7955	 	0	0
UL	34	9	16	1	1	9	1776	28	0	34.7955 	0	0
DL	34	9	17	1	1	10	1776	28	0	46.6112	 	0	0
UL	34	9	18	1	1	10	1776	28	0	46.6112 	0	0
DL	34	9	19	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	34	9	20	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	34	9	21	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	34	9	22	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	34	9	23	1	1	13	1776	28	0	27.5196	 	0	0
UL	34	9	24	1	1	13	1776	28	0	27.5196 	0	0
DL	34	9	25	1	1	14	1776	28	0	39.004	 	0	0
UL	34	9	26	1	1	14	1776	28	0	39.004 	0	0
DL	34	9	27	1	1	15	768	16	0	9.9713	 	0	0
UL	34	9	28	1	1	15	768	16	0	9.9713 	0	0
DL	34	9	29	1	1	16	1776	28	0	48.7874	 	0	0
UL	34	9	30	1	1	16	1776	28	0	48.7874 	0	0
DL	34	9	31	1	1	17	1776	28	0	53.792	 	0	0
UL	34	9	32	1	1	17	1776	28	0	53.792 	0	0
DL	34	9	33	1	1	18	1254	22	0	16.4924	 	1	0.080174
UL	34	9	34	1	1	18	1254	22	0	16.4924 	0	0.080174
DL	34	9	35	1	1	19	619	14	0	8.44648	 	0	0
UL	34	9	36	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	34	9	37	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	34	9	38	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	34	9	39	1	1	21	1776	28	0	38.4111	 	0	0
UL	34	9	40	1	1	21	1776	28	0	38.4111 	0	0
DL	34	9	41	1	1	22	1776	28	0	39.617	 	0	0
UL	34	9	42	1	1	22	1776	28	0	39.617 	0	0
DL	34	9	43	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	34	9	44	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	34	9	45	1	1	24	1776	28	0	51.8983	 	0	0
UL	34	9	46	1	1	24	1776	28	0	51.8983 	0	0
DL	34	9	47	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
UL	34	9	48	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	34	9	49	1	1	26	282	8	0	2.48635	 	0	0.026281
UL	34	9	50	1	1	26	282	8	0	2.48635 	0	0.026281
DL	34	9	51	1	1	27	865	18	0	14.0575	 	0	0
UL	34	9	52	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	35	0	1	1	2	1	1776	28	0	19.0355	 	1	1
DL	35	0	1	1	1	2	385	10	0	-3.90176	 	1	1
DL	35	0	2	1	2	2	1776	28	0	35.1033	 	0	0
UL	35	0	2	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	35	0	3	1	1	3	1254	22	0	17.9918	 	0	0
UL	35	0	4	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	35	0	5	1	1	4	1776	28	0	49.0734	 	0	0
UL	35	0	6	1	1	4	1776	28	0	49.0734 	0	0
DL	35	0	7	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
UL	35	0	8	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	35	0	9	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
UL	35	0	10	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	35	0	11	1	1	7	191	6	0	2.42259	 	0	0
UL	35	0	12	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	35	0	13	1	1	8	1776	28	0	44.8716	 	0	0
UL	35	0	14	1	1	8	1776	28	0	44.8716 	0	0
DL	35	0	15	1	1	9	1776	28	0	34.7955	 	0	0
UL	35	0	16	1	1	9	1776	28	0	34.7955 	0	0
DL	35	0	17	1	1	10	1776	28	0	46.6112	 	0	0
UL	35	0	18	1	1	10	1776	28	0	46.6112 	0	0
DL	35	0	19	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	35	0	20	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	35	0	21	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	35	0	22	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	35	0	23	1	1	13	1776	28	0	27.5196	 	0	0
UL	35	0	24	1	1	13	1776	28	0	27.5196 	0	0
DL	35	0	25	1	1	14	1776	28	0	39.004	 	0	0
UL	35	0	26	1	1	14	1776	28	0	39.004 	0	0
DL	35	0	27	1	1	15	768	16	0	9.9713	 	0	0
UL	35	0	28	1	1	15	768	16	0	9.9713 	0	0
DL	35	0	29	1	1	16	1776	28	0	48.7874	 	0	0
UL	35	0	30	1	1	16	1776	28	0	48.7874 	0	0
DL	35	0	31	1	1	17	1776	28	0	53.792	 	0	0
UL	35	0	32	1	1	17	1776	28	0	53.792 	0	0
DL	35	0	33	1	1	18	1254	22	0	16.4924	 	0	0.080174
UL	35	0	34	1	1	18	1254	22	0	16.4924 	0	0.080174
DL	35	0	35	1	1	19	619	14	0	8.44648	 	0	0
UL	35	0	36	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	35	0	37	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	35	0	38	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	35	0	39	1	1	21	1776	28	0	38.4111	 	0	0
UL	35	0	40	1	1	21	1776	28	0	38.4111 	0	0
DL	35	0	41	1	1	22	1776	28	0	39.617	 	0	0
UL	35	0	42	1	1	22	1776	28	0	39.617 	0	0
DL	35	0	43	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	35	0	44	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	35	0	45	1	1	24	1776	28	0	51.8983	 	0	0
UL	35	0	46	1	1	24	1776	28	0	51.8983 	0	0
DL	35	0	47	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
UL	35	0	48	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	35	0	49	1	1	26	282	8	0	2.48635	 	0	0.026281
DL	35	0	50	1	1	27	865	18	0	14.0575	 	0	0
DL	35	1	1	1	2	1	1776	28	0	51.2568	 	0	0
UL	35	1	1	1	1	18	1254	22	1	16.4924 	0	0
UL	35	1	2	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	35	1	2	1	2	2	1776	28	0	35.1033	 	0	0
UL	35	1	3	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	35	1	3	1	2	3	1776	28	0	56.6532	 	0	0
UL	35	1	4	1	1	4	1776	28	0	49.0734 	0	0
UL	35	1	5	1	1	5	1543	25	0	20.5184 	0	0.00233638
UL	35	1	6	1	1	6	768	16	0	9.51707 	0	9.18273e-06
UL	35	1	7	1	1	7	236	7	0	2.42259 	0	1.31455e-08
UL	35	1	8	1	1	8	1776	28	0	44.8716 	0	0
UL	35	1	9	1	1	9	1776	28	0	34.7955 	0	0
UL	35	1	10	1	1	10	1776	28	0	46.6112 	0	0
UL	35	1	11	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
UL	35	1	12	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
UL	35	1	13	1	1	13	1776	28	0	27.5196 	0	0
UL	35	1	14	1	1	14	1776	28	0	39.004 	0	0
UL	35	1	15	1	1	15	768	16	0	9.9713 	0	0
UL	35	1	16	1	1	16	1776	28	0	48.7874 	0	0
UL	35	1	17	1	1	17	1776	28	0	53.792 	0	0
UL	35	1	18	1	1	18	1254	22	0	16.4924 	0	0.080174
UL	35	1	19	1	1	19	696	15	0	8.44648 	0	0.0383419
UL	35	1	20	1	1	20	385	10	0	4.66951 	0	0.0518817
UL	35	1	21	1	1	21	1776	28	0	38.4111 	0	0
UL	35	1	22	1	1	22	1776	28	0	39.617 	0	0
UL	35	1	23	1	1	23	424	11	0	5.37086 	0	0.000184413
UL	35	1	24	1	1	24	1776	28	0	51.8983 	0	0
UL	35	1	25	1	1	25	191	6	0	0.528364 	0	6.80123e-05
UL	35	1	26	1	1	26	282	8	0	2.48635 	0	0.026281
