	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	35	1	27	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	35	2	1	1	2	1	1776	28	0	19.0355	 	1	1
DL	35	2	1	1	1	26	282	8	1	-36.7013	 	0	0.0228211
UL	35	2	2	1	1	18	1254	22	1	16.4924 	0	0
DL	35	2	2	1	2	2	1776	28	0	35.1033	 	0	0
DL	35	2	3	1	2	3	1776	28	0	51.4859	 	0	0
DL	35	2	3	1	1	2	385	10	0	-3.90176	 	1	1
UL	35	2	4	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	35	2	4	1	2	4	768	16	0	11.1325	 	0	0
DL	35	2	5	1	1	3	1254	22	0	17.9918	 	0	0
UL	35	2	6	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	35	2	7	1	1	4	1776	28	0	49.0734	 	0	0
UL	35	2	8	1	1	4	1776	28	0	49.0734 	0	0
DL	35	2	9	1	1	5	1449	24	0	20.5184	 	0	4.15223e-14
UL	35	2	10	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	35	2	11	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
UL	35	2	12	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	35	2	13	1	1	7	191	6	0	2.42259	 	0	0
UL	35	2	14	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	35	2	15	1	1	8	1776	28	0	44.8716	 	0	0
UL	35	2	16	1	1	8	1776	28	0	44.8716 	0	0
DL	35	2	17	1	1	9	1776	28	0	34.7955	 	0	0
UL	35	2	18	1	1	9	1776	28	0	34.7955 	0	0
DL	35	2	19	1	1	10	1776	28	0	46.6112	 	0	0
UL	35	2	20	1	1	10	1776	28	0	46.6112 	0	0
DL	35	2	21	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	35	2	22	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	35	2	23	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	35	2	24	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	35	2	25	1	1	13	1776	28	0	27.5196	 	0	0
UL	35	2	26	1	1	13	1776	28	0	27.5196 	0	0
DL	35	2	27	1	1	14	1776	28	0	39.004	 	0	0
UL	35	2	28	1	1	14	1776	28	0	39.004 	0	0
DL	35	2	29	1	1	15	768	16	0	9.9713	 	0	0
UL	35	2	30	1	1	15	768	16	0	9.9713 	0	0
DL	35	2	31	1	1	16	1776	28	0	48.7874	 	0	0
UL	35	2	32	1	1	16	1776	28	0	48.7874 	0	0
DL	35	2	33	1	1	17	1776	28	0	53.792	 	0	0
UL	35	2	34	1	1	17	1776	28	0	53.792 	0	0
UL	35	2	35	1	1	18	1254	22	0	16.4924 	0	0.080174
DL	35	2	36	1	1	19	619	14	0	8.44648	 	0	0
UL	35	2	37	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	35	2	38	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	35	2	39	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	35	2	40	1	1	21	1776	28	0	38.4111	 	0	0
UL	35	2	41	1	1	21	1776	28	0	38.4111 	0	0
DL	35	2	42	1	1	22	1776	28	0	39.617	 	0	0
UL	35	2	43	1	1	22	1776	28	0	39.617 	0	0
DL	35	2	44	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	35	2	45	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	35	2	46	1	1	24	1776	28	0	51.8983	 	0	0
UL	35	2	47	1	1	24	1776	28	0	51.8983 	0	0
DL	35	2	48	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
DL	35	2	49	1	1	26	282	8	0	2.48635	 	0	0.026281
UL	35	2	50	1	1	26	282	8	0	2.48635 	0	0.026281
DL	35	2	51	1	1	27	865	18	0	14.0575	 	0	0
UL	35	2	52	1	1	27	963	19	0	14.0575 	0	8.93479e-08
UL	35	3	1	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	35	3	1	1	2	1	1776	28	1	51.2568	 	0	0
UL	35	3	2	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	35	3	2	1	2	1	1254	22	0	51.2568	 	0	0
UL	35	3	3	1	1	4	1776	28	0	49.0734 	0	0
DL	35	3	3	1	2	2	1776	28	0	35.1033	 	0	0
UL	35	3	4	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	35	3	4	1	2	3	1776	28	0	56.6532	 	0	0
UL	35	3	5	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	35	3	5	1	2	4	768	16	0	11.1325	 	0	0
UL	35	3	6	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	35	3	6	1	2	5	1449	24	0	22.2613	 	0	0
UL	35	3	7	1	1	8	1776	28	0	44.8716 	0	0
UL	35	3	8	1	1	9	1776	28	0	34.7955 	0	0
UL	35	3	9	1	1	10	1776	28	0	46.6112 	0	0
UL	35	3	10	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
UL	35	3	11	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
UL	35	3	12	1	1	13	1776	28	0	27.5196 	0	0
UL	35	3	13	1	1	14	1776	28	0	39.004 	0	0
UL	35	3	14	1	1	15	768	16	0	9.9713 	0	0
UL	35	3	15	1	1	16	1776	28	0	48.7874 	0	0
UL	35	3	16	1	1	17	1776	28	0	53.792 	0	0
UL	35	3	17	1	1	18	1254	22	0	16.4924 	1	0.080174
UL	35	3	18	1	1	19	696	15	0	8.44648 	0	0.0383419
UL	35	3	19	1	1	20	385	10	0	4.66951 	0	0.0518817
UL	35	3	20	1	1	21	1776	28	0	38.4111 	0	0
UL	35	3	21	1	1	22	1776	28	0	39.617 	0	0
UL	35	3	22	1	1	23	424	11	0	5.37086 	0	0.000184413
UL	35	3	23	1	1	24	1776	28	0	51.8983 	0	0
UL	35	3	24	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	35	4	1	1	2	1	1776	28	1	19.0355	 	0	0
DL	35	4	1	1	1	2	385	10	1	-3.90176	 	1	1
DL	35	4	2	1	2	1	1254	22	0	19.0355	 	0	0.0206824
DL	35	4	2	1	1	18	1254	22	1	11.5494	 	0	0
DL	35	4	3	1	2	2	1776	28	0	27.154	 	0	4.62963e-14
DL	35	4	3	1	1	2	68	2	0	-3.90176	 	0	0.114471
UL	35	4	4	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	35	4	4	1	2	3	1776	28	0	56.6532	 	0	0
DL	35	4	5	1	2	4	768	16	0	-27.7662	 	1	1
DL	35	4	5	1	1	3	1254	22	0	-18.6557	 	1	1
UL	35	4	6	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	35	4	6	1	2	5	1449	24	0	22.2613	 	0	0
DL	35	4	7	1	2	6	1776	28	0	52.7173	 	0	0
DL	35	4	7	1	1	4	1776	28	0	46.463	 	0	0
UL	35	4	8	1	1	4	1776	28	0	49.0734 	0	0
DL	35	4	8	1	2	7	619	14	0	7.9536	 	0	1.55853e-10
DL	35	4	9	1	2	8	1776	28	0	40.135	 	0	0
DL	35	4	9	1	1	5	1449	24	0	4.45162	 	1	1
UL	35	4	10	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	35	4	10	1	2	9	1776	28	0	27.8279	 	0	4.34907e-07
DL	35	4	11	1	2	10	1776	28	0	49.3279	 	0	0
DL	35	4	11	1	1	6	768	16	0	-27.9114	 	1	1
UL	35	4	12	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	35	4	12	1	2	11	1776	28	0	48.3897	 	0	0
DL	35	4	13	1	2	12	476	12	0	-25.0401	 	1	1
DL	35	4	13	1	1	7	191	6	0	2.15808	 	0	0
UL	35	4	14	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	35	4	14	1	2	13	1776	28	0	45.6366	 	0	0
DL	35	4	15	1	2	14	768	16	0	-27.2247	 	1	1
DL	35	4	15	1	1	8	1776	28	0	40.3552	 	0	0
UL	35	4	16	1	1	8	1776	28	0	44.8716 	0	0
DL	35	4	17	1	1	9	1776	28	0	34.7955	 	0	0
UL	35	4	18	1	1	9	1776	28	0	34.7955 	0	0
DL	35	4	19	1	1	10	1776	28	0	46.6112	 	0	0
UL	35	4	20	1	1	10	1776	28	0	46.6112 	0	0
DL	35	4	21	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
UL	35	4	22	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	35	4	23	1	1	12	68	2	0	-3.6382	 	0	7.30222e-10
UL	35	4	24	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	35	4	25	1	1	13	1776	28	0	27.5196	 	0	0
UL	35	4	26	1	1	13	1776	28	0	27.5196 	0	0
DL	35	4	27	1	1	14	1776	28	0	39.004	 	0	0
UL	35	4	28	1	1	14	1776	28	0	39.004 	0	0
DL	35	4	29	1	1	15	768	16	0	9.9713	 	0	0
UL	35	4	30	1	1	15	768	16	0	9.9713 	0	0
DL	35	4	31	1	1	16	1776	28	0	48.7874	 	0	0
UL	35	4	32	1	1	16	1776	28	0	48.7874 	0	0
DL	35	4	33	1	1	17	1776	28	0	53.792	 	0	0
UL	35	4	34	1	1	17	1776	28	0	53.792 	0	0
DL	35	4	35	1	1	18	1254	22	0	16.4924	 	1	0.080174
UL	35	4	36	1	1	18	1254	22	0	16.4924 	0	0.080174
DL	35	4	37	1	1	19	619	14	0	8.44648	 	0	0
UL	35	4	38	1	1	19	696	15	0	8.44648 	0	0.0383419
DL	35	4	39	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
UL	35	4	40	1	1	20	385	10	0	4.66951 	0	0.0518817
DL	35	4	41	1	1	21	1776	28	0	38.4111	 	0	0
UL	35	4	42	1	1	21	1776	28	0	38.4111 	0	0
DL	35	4	43	1	1	22	1776	28	0	39.617	 	0	0
UL	35	4	44	1	1	22	1776	28	0	39.617 	0	0
DL	35	4	45	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
UL	35	4	46	1	1	23	424	11	0	5.37086 	0	0.000184413
DL	35	4	47	1	1	24	1776	28	0	51.8983	 	0	0
UL	35	4	48	1	1	24	1776	28	0	51.8983 	0	0
DL	35	4	49	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
UL	35	4	50	1	1	25	191	6	0	0.528364 	0	6.80123e-05
DL	35	4	51	1	1	26	282	8	0	2.48635	 	0	0.026281
UL	35	4	52	1	1	26	282	8	0	2.48635 	0	0.026281
DL	35	4	53	1	1	27	865	18	0	14.0575	 	0	0
UL	35	4	54	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	35	5	1	1	2	1	1776	28	0	19.0355	 	1	1
DL	35	5	1	1	1	2	385	10	1	-3.90176	 	1	1
UL	35	5	2	1	1	3	1351	23	0	17.9918 	0	1.71971e-07
DL	35	5	2	1	2	2	1776	28	0	35.1033	 	0	0
UL	35	5	3	1	1	4	1776	28	0	41.1443 	0	0
UL	35	5	4	1	1	5	1543	25	0	20.5184 	0	0.00233638
DL	35	5	4	1	2	3	1776	28	0	56.6532	 	0	0
UL	35	5	5	1	1	6	768	16	0	9.51707 	0	9.18273e-06
DL	35	5	5	1	2	4	768	16	0	11.1325	 	0	0
UL	35	5	6	1	1	7	236	7	0	2.42259 	0	1.31455e-08
DL	35	5	6	1	2	5	1449	24	0	22.2613	 	0	0
UL	35	5	7	1	1	8	1776	28	0	44.8716 	0	0
DL	35	5	7	1	2	6	1776	28	0	55.3948	 	0	0
UL	35	5	8	1	1	9	1776	28	0	34.7955 	0	0
DL	35	5	8	1	2	7	619	14	0	7.9536	 	0	1.55853e-10
UL	35	5	9	1	1	10	1776	28	0	46.6112 	0	0
DL	35	5	9	1	2	8	1776	28	0	46.4913	 	0	0
UL	35	5	10	1	1	11	1640	26	0	23.6758 	0	4.19949e-06
DL	35	5	10	1	2	9	1776	28	0	27.8279	 	0	4.34907e-07
UL	35	5	11	1	1	12	68	2	0	-3.6382 	0	7.30222e-10
DL	35	5	11	1	2	10	1776	28	0	53.1602	 	0	0
UL	35	5	12	1	1	13	1776	28	0	27.5196 	0	0
DL	35	5	12	1	2	11	1776	28	0	48.3897	 	0	0
UL	35	5	13	1	1	14	1776	28	0	39.004 	0	0
DL	35	5	13	1	2	12	476	12	0	6.81451	 	0	9.68059e-13
UL	35	5	14	1	1	15	768	16	0	9.9713 	0	0
DL	35	5	14	1	2	13	1776	28	0	45.6366	 	0	0
UL	35	5	15	1	1	16	1776	28	0	48.7874 	0	0
DL	35	5	15	1	2	14	768	16	0	9.46795	 	0	0.00315797
UL	35	5	16	1	1	17	1776	28	0	53.792 	0	0
UL	35	5	17	1	1	19	696	15	0	8.44648 	0	0.0383419
UL	35	5	18	1	1	20	385	10	0	4.66951 	0	0.0518817
UL	35	5	19	1	1	21	1776	28	0	38.4111 	0	0
UL	35	5	20	1	1	22	1776	28	0	39.617 	0	0
UL	35	5	21	1	1	23	424	11	0	5.37086 	0	0.000184413
UL	35	5	22	1	1	24	1776	28	0	51.8983 	0	0
UL	35	5	23	1	1	25	191	6	0	0.528364 	0	6.80123e-05
UL	35	5	24	1	1	26	282	8	0	2.48635 	0	0.026281
UL	35	5	25	1	1	27	963	19	0	14.0575 	0	8.93479e-08
DL	35	6	1	1	2	1	1776	28	1	19.0355	 	0	0
DL	35	6	1	1	1	2	68	2	0	-3.90176	 	0	0.114471
DL	35	6	2	1	2	1	1254	22	0	19.0355	 	0	0.0206824
DL	35	6	2	1	1	3	1254	22	0	-18.6557	 	1	1
DL	35	6	3	1	1	4	1776	28	0	49.0734	 	0	0
DL	35	6	4	1	2	2	1776	28	0	27.154	 	0	4.62963e-14
DL	35	6	4	1	1	5	1449	24	0	4.45162	 	1	1
DL	35	6	5	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
DL	35	6	6	1	2	3	1776	28	0	51.4859	 	0	0
DL	35	6	6	1	1	7	191	6	0	2.15808	 	0	0
DL	35	6	7	1	1	8	1776	28	0	44.8716	 	0	0
DL	35	6	8	1	2	4	768	16	0	-27.7662	 	1	1
DL	35	6	8	1	1	9	1776	28	0	24.7596	 	0	4.14335e-13
DL	35	6	9	1	2	5	1449	24	0	-17.1684	 	1	1
DL	35	6	9	1	1	10	1776	28	0	42.9317	 	0	0
DL	35	6	10	1	2	6	1776	28	0	52.7173	 	0	0
DL	35	6	10	1	1	11	1640	26	0	8.64095	 	1	1
DL	35	6	11	1	2	7	619	14	0	-24.3077	 	1	1
DL	35	6	11	1	1	12	68	2	0	-5.81853	 	1	0.862066
DL	35	6	12	1	2	8	1776	28	0	40.135	 	0	0
DL	35	6	12	1	1	13	1776	28	0	26.7554	 	0	0
DL	35	6	13	1	2	9	1776	28	0	-5.87389	 	1	1
DL	35	6	13	1	1	14	1776	28	0	-4.03191	 	1	1
DL	35	6	14	1	2	10	1776	28	0	49.3279	 	0	0
DL	35	6	14	1	1	15	768	16	0	-25.2227	 	1	1
DL	35	6	15	1	2	11	1776	28	0	45.0659	 	0	0
DL	35	6	15	1	1	16	1776	28	0	30.0423	 	0	9.99201e-16
DL	35	6	16	1	2	12	476	12	0	-25.0401	 	1	1
DL	35	6	16	1	1	17	1776	28	0	51.817	 	0	0
DL	35	6	17	1	2	13	1776	28	0	42.6207	 	0	0
DL	35	6	17	1	1	18	1254	22	0	11.5494	 	1	1
DL	35	6	18	1	2	14	768	16	0	-27.2247	 	1	1
DL	35	6	18	1	1	19	619	14	0	1.57935	 	1	1
DL	35	6	19	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
DL	35	6	20	1	1	21	1776	28	0	38.4111	 	0	0
DL	35	6	21	1	1	22	1776	28	0	39.617	 	0	0
DL	35	6	22	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
DL	35	6	23	1	1	24	1776	28	0	51.8983	 	0	0
DL	35	6	24	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
DL	35	6	25	1	1	26	282	8	0	2.48635	 	0	0.026281
DL	35	6	26	1	1	27	865	18	0	14.0575	 	0	0
DL	35	7	1	1	2	1	1776	28	0	19.0355	 	1	1
DL	35	7	1	1	1	2	385	10	1	-3.90176	 	1	1
UL	35	7	2	1	1	2	385	10	0	-27.4056 	1	1
UL	35	7	3	1	1	26	282	8	0	2.48635 	0	0.026281
DL	35	7	3	1	2	2	1776	28	0	35.1033	 	0	0
DL	35	7	5	1	2	3	1776	28	0	56.6532	 	0	0
DL	35	7	7	1	2	4	768	16	0	11.1325	 	0	0
DL	35	7	9	1	2	5	1449	24	0	22.2613	 	0	0
DL	35	7	10	1	2	6	1776	28	0	55.3948	 	0	0
DL	35	7	11	1	2	7	619	14	0	7.9536	 	0	1.55853e-10
DL	35	7	12	1	2	8	1776	28	0	46.4913	 	0	0
DL	35	7	13	1	2	9	1776	28	0	27.8279	 	0	4.34907e-07
DL	35	7	14	1	2	10	1776	28	0	53.1602	 	0	0
DL	35	7	15	1	2	11	1776	28	0	48.3897	 	0	0
DL	35	7	16	1	2	12	476	12	0	6.81451	 	0	9.68059e-13
DL	35	7	17	1	2	13	1776	28	0	45.6366	 	0	0
DL	35	7	18	1	2	14	768	16	0	9.46795	 	0	0.00315797
UL	35	8	1	1	1	18	1254	22	1	16.4924 	0	0
DL	35	8	1	1	2	4	768	16	1	11.1325	 	0	3.28551e-08
DL	35	8	2	1	1	2	68	2	0	-3.90176	 	0	0.114471
DL	35	8	2	1	2	12	476	12	1	-25.0401	 	1	1
UL	35	8	3	1	1	2	385	10	0	5.00435 	0	0.000116057
DL	35	8	3	1	2	14	768	16	1	9.46795	 	1	0.999998
DL	35	8	4	1	1	3	1254	22	0	-18.6557	 	1	1
DL	35	8	4	1	2	1	1254	22	0	19.0355	 	0	0.0206824
DL	35	8	5	1	1	4	1776	28	0	49.0734	 	0	0
DL	35	8	6	1	1	5	1449	24	0	4.45162	 	1	1
DL	35	8	6	1	2	2	1776	28	0	27.154	 	0	4.62963e-14
DL	35	8	7	1	1	6	768	16	0	9.51707	 	0	9.18273e-06
DL	35	8	8	1	1	7	191	6	0	2.15808	 	0	0
DL	35	8	8	1	2	3	1776	28	0	51.4859	 	0	0
DL	35	8	9	1	1	8	1776	28	0	44.8716	 	0	0
DL	35	8	10	1	1	9	1776	28	0	34.7955	 	0	0
DL	35	8	11	1	1	10	1776	28	0	42.9317	 	0	0
DL	35	8	11	1	2	5	1449	24	0	-17.1684	 	1	1
DL	35	8	12	1	1	11	1640	26	0	23.6758	 	0	4.19949e-06
DL	35	8	13	1	1	12	68	2	0	-5.81853	 	1	0.862066
DL	35	8	13	1	2	6	1776	28	0	52.7173	 	0	0
DL	35	8	14	1	1	13	1776	28	0	26.7554	 	0	0
DL	35	8	14	1	2	7	619	14	0	-24.3077	 	1	1
DL	35	8	15	1	1	14	1776	28	0	-4.03191	 	1	1
DL	35	8	15	1	2	8	1776	28	0	40.135	 	0	0
DL	35	8	16	1	1	15	768	16	0	-25.2227	 	1	1
DL	35	8	16	1	2	9	1776	28	0	-5.87389	 	1	1
DL	35	8	17	1	1	16	1776	28	0	30.0423	 	0	9.99201e-16
DL	35	8	17	1	2	10	1776	28	0	49.3279	 	0	0
DL	35	8	18	1	1	17	1776	28	0	51.817	 	0	0
DL	35	8	18	1	2	11	1776	28	0	45.0659	 	0	0
DL	35	8	19	1	1	19	619	14	0	1.57935	 	1	1
DL	35	8	19	1	2	13	1776	28	0	42.6207	 	0	0
DL	35	8	20	1	1	20	282	8	0	4.66951	 	0	1.15685e-13
DL	35	8	21	1	1	21	1776	28	0	38.4111	 	0	0
DL	35	8	22	1	1	22	1776	28	0	39.617	 	0	0
DL	35	8	23	1	1	23	385	10	0	5.37086	 	0	6.18047e-11
DL	35	8	24	1	1	24	1776	28	0	51.8983	 	0	0
DL	35	8	25	1	1	25	191	6	0	0.528364	 	0	6.80123e-05
DL	35	9	1	1	2	1	1776	28	1	19.0355	 	0	0
DL	35	9	1	1	1	2	385	10	2	-3.90176	 	1	1
DL	35	9	2	1	2	14	768	16	0	-27.2247	 	1	1
DL	35	9	2	1	1	3	1254	22	1	-18.6557	 	1	1
DL	35	9	3	1	2	1	1254	22	0	19.0355	 	0	0.0206824
DL	35	9	3	1	1	5	1449	24	1	4.45162	 	1	1
DL	35	9	4	1	1	6	768	16	1	9.51707	 	1	0.999738
DL	35	9	5	1	2	2	1776	28	0	27.154	 	0	4.62963e-14
DL	35	9	5	1	1	18	1254	22	1	11.5494	 	0	0
DL	35	9	6	1	1	18	1254	22	0	16.4924	 	0	0.080174
UL	35	9	7	1	1	18	1254	22	0	16.4924 	1	0.080174
DL	35	9	7	1	2	3	1776	28	0	56.6532	 	0	0
DL	35	9	8	1	1	26	282	8	0	2.48635	 	0	0.026281
DL	35	9	9	1	2	4	768	16	0	-27.7662	 	1	1
DL	35	9	9	1	1	27	865	18	0	-21.8518	 	1	1
DL	35	9	10	1	2	5	1449	24	0	22.2613	 	0	0
DL	35	9	12	1	2	6	1776	28	0	55.3948	 	0	0
DL	35	9	14	1	2	7	619	14	0	7.9536	 	0	1.55853e-10
DL	35	9	16	1	2	8	1776	28	0	46.4913	 	0	0
DL	35	9	18	1	2	9	1776	28	0	27.8279	 	0	4.34907e-07
DL	35	9	20	1	2	10	1776	28	0	53.1602	 	0	0
DL	35	9	22	1	2	11	1776	28	0	48.3897	 	0	0
DL	35	9	24	1	2	12	476	12	0	6.81451	 	0	9.68059e-13
DL	35	9	25	1	2	13	1776	28	0	45.6366	 	0	0
DL	36	0	1	1	1	2	385	10	2	-3.90176	 	1	1
DL	36	0	1	1	2	4	768	16	1	-27.7662	 	1	1
DL	36	0	2	1	2	5	1449	24	1	22.2613	 	0	0
DL	36	0	3	1	2	7	619	14	1	7.9536	 	0	2.22544e-12
DL	36	0	4	1	2	9	1776	28	1	27.8279	 	1	0.989845
DL	36	0	5	1	2	12	476	12	1	6.81451	 	0	6.21901e-05
DL	36	0	6	1	2	14	768	16	1	9.46795	 	1	0.999998
DL	36	0	8	1	2	1	1254	22	0	51.2568	 	0	0
DL	36	0	10	1	2	3	1776	28	0	56.6532	 	0	0
DL	36	0	14	1	2	6	1776	28	0	55.3948	 	0	0
DL	36	0	17	1	2	8	1776	28	0	46.4913	 	0	0
DL	36	0	19	1	2	9	48	0	0	27.8279	 	0	0
DL	36	0	21	1	2	10	1776	28	0	53.1602	 	0	0
DL	36	0	23	1	2	11	1776	28	0	48.3897	 	0	0
DL	36	0	26	1	2	13	1776	28	0	45.6366	 	0	0
DL	36	1	1	1	1	3	1254	22	1	-18.6557	 	1	1
DL	36	1	1	1	2	1	1776	28	1	19.0355	 	0	0
DL	36	1	2	1	1	5	1449	24	1	4.45162	 	1	1
DL	36	1	2	1	2	14	768	16	0	-27.2247	 	1	1
DL	36	1	3	1	1	11	1640	26	1	23.6758	 	0	0
DL	36	1	4	1	1	12	68	2	1	-3.6382	 	0	0
DL	36	1	5	1	1	14	1776	28	1	-4.03191	 	1	1
DL	36	1	5	1	2	2	1776	28	0	27.154	 	0	4.62963e-14
DL	36	1	6	1	1	15	768	16	1	9.9713	 	0	0.000142102
DL	36	1	7	1	1	18	1254	22	1	16.4924	 	0	0
DL	36	1	8	1	1	19	619	14	1	1.57935	 	1	0.999996
DL	36	1	8	1	2	4	768	16	0	-27.7662	 	1	1
DL	36	1	10	1	2	5	1449	24	0	22.2613	 	0	0
DL	36	1	11	1	2	6	1776	28	0	55.3948	 	0	0
DL	36	1	13	1	2	7	619	14	0	7.9536	 	0	1.55853e-10
DL	36	1	14	1	2	8	1776	28	0	46.4913	 	0	0
DL	36	1	16	1	2	9	1776	28	0	27.8279	 	0	4.34907e-07
DL	36	1	17	1	2	10	1776	28	0	53.1602	 	0	0
DL	36	1	19	1	2	11	1776	28	0	48.3897	 	0	0
DL	36	1	21	1	2	12	476	12	0	6.81451	 	0	9.68059e-13
DL	36	1	23	1	2	13	1776	28	0	45.6366	 	0	0
DL	36	2	1	1	1	2	385	10	2	-3.90176	 	1	1
DL	36	2	1	1	2	12	476	12	2	-25.0401	 	1	1
UL	36	2	2	1	1	2	385	10	1	5.00435 	1	0.999914
DL	36	2	2	1	2	14	768	16	2	9.46795	 	0	0
DL	36	2	3	1	2	5	1449	24	1	22.2613	 	0	0
DL	36	2	4	1	2	7	619	14	1	7.9536	 	0	2.22544e-12
DL	36	2	5	1	2	9	1776	28	1	27.8279	 	1	0.989845
DL	36	2	6	1	2	14	768	16	0	9.46795	 	0	0.00315797
DL	36	2	8	1	2	1	1254	22	0	51.2568	 	0	0
DL	36	2	11	1	2	3	1776	28	0	56.6532	 	0	0
DL	36	2	15	1	2	6	1776	28	0	55.3948	 	0	0
DL	36	2	18	1	2	8	1776	28	0	46.4913	 	0	0
DL	36	2	20	1	2	9	48	0	0	27.8279	 	0	0
DL	36	2	22	1	2	10	1776	28	0	53.1602	 	0	0
DL	36	2	24	1	2	11	1776	28	0	48.3897	 	0	0
DL	36	2	27	1	2	13	1776	28	0	45.6366	 	0	0
DL	36	3	1	1	1	3	1254	22	1	-18.6557	 	1	1
DL	36	3	1	1	2	14	768	16	1	-27.2247	 	1	1
DL	36	3	2	1	1	5	1449	24	1	4.45162	 	1	1
DL	36	3	2	1	2	4	768	16	1	-27.7662	 	1	1
DL	36	3	3	1	1	12	68	2	1	-3.6382	 	0	0
DL	36	3	4	1	1	14	1776	28	1	-4.03191	 	1	1
DL	36	3	4	1	2	2	1776	28	0	27.154	 	0	4.62963e-14
DL	36	3	5	1	1	15	768	16	1	9.9713	 	0	0.000142102
DL	36	3	6	1	1	19	619	14	1	8.44648	 	0	0
DL	36	3	7	1	1	2	48	0	0	5.00435	 	0	0
DL	36	3	8	1	1	18	768	16	0	11.5494	 	0	0.000553481
DL	36	3	8	1	2	5	1449	24	0	-17.1684	 	1	1
DL	36	3	10	1	2	6	1776	28	0	55.3948	 	0	0
DL	36	3	12	1	2	7	619	14	0	7.9536	 	0	1.55853e-10
DL	36	3	14	1	2	8	1776	28	0	46.4913	 	0	0
DL	36	3	16	1	2	9	1776	28	0	27.8279	 	0	4.34907e-07
DL	36	3	18	1	2	10	1776	28	0	53.1602	 	0	0
DL	36	3	20	1	2	11	1776	28	0	48.3897	 	0	0
DL	36	3	22	1	2	12	476	12	0	6.81451	 	0	9.68059e-13
DL	36	3	23	1	2	13	1776	28	0	45.6366	 	0	0
DL	36	4	1	1	1	2	385	10	3	-3.90176	 	1	1
DL	36	4	1	1	2	14	768	16	2	-27.2247	 	1	1
DL	36	4	2	1	1	3	1254	22	2	-18.6557	 	1	1
DL	36	4	2	1	2	4	768	16	2	-27.7662	 	1	1
DL	36	4	3	1	1	5	1449	24	2	4.45162	 	1	1
DL	36	4	3	1	2	9	1776	28	2	-5.87389	 	1	1
DL	36	4	4	1	1	6	768	16	2	-27.9114	 	1	1
DL	36	4	4	1	2	14	768	16	0	-27.2247	 	1	1
DL	36	4	5	1	1	27	865	18	1	14.0575	 	0	6.48799e-10
UL	36	4	6	1	1	18	1254	22	1	16.4924 	0	0
DL	36	4	6	1	2	3	1776	28	0	56.6532	 	0	0
DL	36	4	15	1	2	12	476	12	0	6.81451	 	0	9.68059e-13
DL	36	5	1	1	1	2	385	10	3	-3.90176	 	1	1
DL	36	5	1	1	2	14	768	16	1	-27.2247	 	1	1
DL	36	5	2	1	2	4	768	16	1	11.1325	 	0	3.28551e-08
DL	36	5	4	1	2	1	1254	22	0	51.2568	 	0	0
DL	36	5	5	1	2	2	1776	28	0	35.1033	 	0	0
DL	36	5	7	1	2	6	1776	28	0	55.3948	 	0	0
DL	36	5	10	1	2	8	1776	28	0	46.4913	 	0	0
DL	36	5	13	1	2	10	1776	28	0	53.1602	 	0	0
